Name;Street;Neighborhood;City;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
DOG Grama;Rua Igapó, 202;Santa Maria;Santo André;4.5;27.0;ChIJ_Tr9aN5CzpQROrr7tGlv-5I;pet_store;-23.6509484;-46.5509871
Pet animania;Rua Itapura, 18;Vila Alpina;Santo André;4.6;51.0;ChIJ-WbC1w9kVwER08eSz7G-VOI;pet_store;-23.6538403;-46.5423645
Chic Petique - Pet Shop;Alameda São Caetano, 1005;Jardim;Santo André;4.7;88.0;ChIJW1BniNxCzpQRzfyJ8kx0MkQ;pet_store;-23.6472563;-46.5475244
Pet Center Jardins;Rua, Alameda São Caetano, 757;Jardim;Santo André;4.5;124.0;ChIJlwX_jdxCzpQRqKqR4Mjojv4;pet_store;-23.647975;-46.5450408
PET MOON;Rua das Pitangueiras, 664;Jardim;Santo André;4.5;26.0;ChIJqWZuzIFDzpQRlLPuIo29g5U;pet_store;-23.6505691;-46.5423296
PET SHOP BICHO AMIGO;Rua Raul Brandão, 116;Santa Maria;Santo André;3.0;2.0;ChIJxTJorctDzpQRuKXYqrFhoL0;pet_store;-23.6452304;-46.5548396
Farmácia De Manipulação Veterinária Santo André | Base Farma | Farmácia De Manipulação;Rua das Caneleiras, 472;Jardim;Santo André;4.9;70.0;ChIJ9dv6j8FCzpQRx4XegzL1eFo;veterinary_care;-23.6469995;-46.5398822
Zoolab - Veterinary Diagnostic Center;Rua das Caneleiras, 367;Jardim;Santo André;4.8;570.0;ChIJF9q1vMFCzpQRyPsQF76PvrM;veterinary_care;-23.6466762;-46.5388891
ITAPETI VETERINARIA;Rua Itapeti, 164;Vila Alpina;Santo André;4.5;58.0;ChIJGYecUwpDzpQR6XK5uKbGsU4;veterinary_care;-23.6512889;-46.5434856
Clínica Veterinária Uau Uau Que Mia - Santo André;Alameda São Caetano, 1033;Jardim;Santo André;4.7;284.0;ChIJK7hredxCzpQRSifPflcE7x4;veterinary_care;-23.6470631;-46.5480362
Clinica Veterinária;Rua das Cerejeiras, 187;Jardim;Santo André;5.0;13.0;ChIJQetdAslDzpQRjh2zpuXiYoM;veterinary_care;-23.6494069;-46.54232289999999
Chicco Clínica Veterinária;Rua das Cerejeiras, 187;Jardim;Santo André;5.0;30.0;ChIJE80sRvVDzpQRj0u9R5xPo80;veterinary_care;-23.6494069;-46.54232289999999
Ps Vet - Hospital Veterinário 24h;Rua Marina, 1490;Campestre;São Caetano do Sul;4.7;188.0;ChIJS2A4w19czpQRZOGh_p-6kLA;veterinary_care;-23.6435381;-46.5541717
ZooVet Pet Center;Rua Simão Jorge, 452;Campestre;Santo André;5.0;16.0;ChIJqdk2-gpDzpQRWBpsxZm4QaU;veterinary_care;-23.6429325;-46.54841
Pit Pet Jardim;Rua das Aroeiras, 430;Jardim;Santo André;4.8;836.0;ChIJ70qvFWtDzpQRBQlhNUaow1s;veterinary_care;-23.6462522;-46.54100220000001
ALPHADOG Escola Para Cães LTDA;Rua das Paineiras, 64;Jardim;Santo André;4.3;12.0;ChIJO8q7altDzpQR6hv1VzlSYF8;veterinary_care;-23.6499732;-46.5376454
Petit Miau;Rua Almirante Protógenes, 426;Jardim;Santo André;4.3;6.0;ChIJsx85autCzpQRwfYjt-_VkwY;veterinary_care;-23.6512842;-46.53675079999999
Estação Zoo - Santo André;Rua das Paineiras, 459;Jardim;Santo André;4.9;208.0;ChIJd_djFOBDzpQR81_AN-Bs5xs;veterinary_care;-23.6462735;-46.5403603
Ary dos Palhaços - Aquarismo Marinho;Rua das Monções, 216;Jardim;Santo André;4.7;121.0;ChIJw9WFdpNCzpQRERDvKJhZTQE;pet_store;-23.6519131;-46.5333097
HOPE Pet Shop e Hotel;Rua Adolfo Bastos, 384;Vila Bastos;Santo André;5.0;12.0;ChIJ1boxNwBDzpQR2BsI7ISc-f8;pet_store;-23.6587587;-46.53828480000001
Vet Selvagem Pet Shop & Clinica Veterinaria;Rua das Monções, 757;Jardim;Santo André;4.8;119.0;ChIJOZWSX-xCzpQRnLjlHBToGz0;pet_store;-23.6540884;-46.5379706
BeeDog Laços e Acessórios;Rua Laura, 196;Centro;Santo André;5.0;15.0;ChIJAQDcv4xCzpQRbV8Q887GqHc;pet_store;-23.6599768;-46.5343348
Mania de Bicho - Estética Animal;Rua Gomes Leal, 90;Vila Bastos;Santo André;5.0;16.0;ChIJLWuCWuppzpQRqBt6vH0pqkc;pet_store;-23.6614674;-46.5352332
Pets Onaga - Unidade Jardim;Rua das Figueiras, 600;Campestre;Santo André;5.0;72.0;ChIJT7ylCylDzpQRKwIgA-1rzBg;pet_store;-23.6516871;-46.5378147
Clínica Veterinária e Pet Shop Golden Premier;;;;4.2;70.0;ChIJ30KPaDBDzpQRoQJZ6U427t0;veterinary_care;-23.6514174;-46.5363309
Veterinary Medical Center Pet Emporium Hotel &;Avenida Dom Pedro II, 616;Jardim;Santo André;4.5;52.0;ChIJb34pz5RCzpQRTgV5Xzkb4d4;veterinary_care;-23.6502616;-46.5349371
Pet Spa Home - Clínica Veterinária | Banho e Tosa | Creche e Hotel | Pet Shop no Bairro Jardim em Santo André, SP.;Rua das Palmeiras, 174;Jardim;Santo André;4.9;90.0;ChIJD1a1m-JDzpQRmg4G_UEqF7c;veterinary_care;-23.6486398;-46.5372622
Garden Pet Shop;Rua das Paineiras, 272;Jardim;Santo André;5.0;38.0;ChIJ6z3UwNRDzpQRLEs7TSanP94;pet_store;-23.648058;-46.5388966
Petz - Dom Pedro II;Avenida Dom Pedro II, 933;Jardim;Santo André;4.5;1507.0;ChIJTUghTQtDzpQRamnROFO1TJ8;veterinary_care;-23.6477518;-46.5369932
PUPPY BRASIL;Avenida Dom Pedro II, 415;e 419 - Jardim;Santo André;4.7;132.0;ChIJnXsPXpNCzpQRN2Dp6KsD4Co;veterinary_care;-23.6519123;-46.53441549999999
Porto Seguro Pet;;;;5.0;2.0;ChIJ2c1QavVCzpQRTKAOEy2a1ZA;veterinary_care;-23.642302;-46.537231
Veterinary Clinic St. Andrew;Rua das Esmeraldas, 378;Jardim;Santo André;4.8;414.0;ChIJ2ZbtquxCzpQR_rFiG8Pl2Z8;veterinary_care;-23.651978;-46.5357846
Fisio Care Pet Santo André Fisioterapia Acupuntura e Ortopedia Veterinária;ABC - Avenida Dom Pedro II, 419;Jardim;Santo André;4.9;111.0;ChIJa41mJsBCzpQRJnXXUhvQaEI;veterinary_care;-23.6519112;-46.53440759999999
Petz Shopping Grand Plaza;Avenida Industrial, 600;Jardim;Santo André;3.1;10.0;ChIJ99K95w5DzpQRR52hUpnYboc;veterinary_care;-23.650327;-46.530725
Bichos e Mimos Pet Care;;;;5.0;1.0;ChIJ58ze-CdozpQRDl31I2nGs9A;pet_store;-23.6498349;-46.5160981
Peludinhos Pet Outlet;;;;4.4;270.0;ChIJu2S5CZ5CzpQRbOJheOTj0tw;pet_store;-23.6452363;-46.51710809999999
Active Mascotes;Rua Dona Elisa Fláquer, 318;Centro;Santo André;4.4;31.0;ChIJ30Arw45CzpQRCHrNP77gRL0;pet_store;-23.6581537;-46.5275696
Pet Store Porto Pet;Avenida Industrial, 160;Centro;Santo André;4.3;184.0;ChIJV2kyd5FCzpQRUt8fHveJQss;pet_store;-23.6520439;-46.52997949999999
Nação Pet;Avenida Itamarati, 300;Vila Curuçá;Santo André;4.7;137.0;ChIJlfrxcpxCzpQRiB26mmLxSKw;pet_store;-23.6482094;-46.52063889999999
Petz;Avenida Industrial, 600;Jardim;Santo André;5.0;3.0;ChIJmXtdeABDzpQRABZWKrdjRAc;pet_store;-23.6478921;-46.5323524
Work Time, Curso de Informática, Auxiliar de Veterinário e Profissionalizantes;Rua Luís Pinto Fláquer, 126;Sala 2 - Centro;Santo André;4.7;79.0;ChIJ_xqJyIVCzpQRBb0563uKxK4;veterinary_care;-23.6563615;-46.5240658
Pet Anjo Av dos Estados: Veterinário, Banho e tosa, Vacinas em Santo André;Avenida dos Estados, 5745;Parque Jaçatuba;Santo André;5.0;3.0;ChIJEQ7680xDzpQRKnO0MYaSyPY;veterinary_care;-23.6496997;-46.5229182
FeF Clínica Veterinária e Pet Shop | Banho e Tosa | Creche e Hotel | Exames no Parque Jaçatuba em Santo André, SP.;Avenida Itamarati, 748;Parque Jaçatuba;Santo André;4.9;22.0;ChIJtwDNQi1DzpQRWMkNBi_ruZc;veterinary_care;-23.6475149;-46.51789
Bicho Mania Veterinária e Estética;Avenida Itamarati, 1367;Vila Curuçá;Santo André;4.5;165.0;ChIJm6IgwiZozpQR-iWQarnkHLg;veterinary_care;-23.6441059;-46.51296499999999
Petz Avenida dos Estados;Avenida dos Estados, 6943;Parque Jaçatuba;Santo André;4.0;4.0;ChIJZxPVSb1pzpQRFpxIHL6dUpI;pet_store;-23.6517355;-46.51148629999999
Pet Shop C&G - Loja 1;Avenida Sorocaba, 560;Parque João Ramalho;Santo André;4.7;55.0;ChIJ__-jvTFozpQRmfKM3lAmtPg;pet_store;-23.6495674;-46.5050004
Regional 7 Patas;Avenida Itamarati, 748;Parque Jaçatuba;Santo André;5.0;1.0;ChIJeaMZct9DzpQR8zQdgpqpWuE;pet_store;-23.6475149;-46.51789
Bichinho Bichão Banho e Tosa;Rua Massaranduba, 908;Parque João Ramalho;Santo André;5.0;4.0;ChIJl9AAQDBozpQRp6N0r2Dwyqg;pet_store;-23.6474435;-46.50530239999999
Petshop Belo Focinho;Rua Massaranduba, 345;Parque João Ramalho;Santo André;5.0;8.0;ChIJnxiyvAdpzpQRlkCtd-nr7H0;pet_store;-23.6465736;-46.5068371
Lunna's Pet Shop | Rações | Banho e Tosa;;;;5.0;107.0;ChIJpaRyjPRpzpQRX8PJmIeqSQw;veterinary_care;-23.645725;-46.50714289999999
Recomenda Pet;Rua Araci, 779;Vila Curuçá;Santo André;5.0;21.0;ChIJJ-OWgeNpzpQRQK8p4uOTX14;pet_store;-23.64464749999999;-46.51349800000001
Sobre Patas;Avenida Itamarati, 1451;Vila Curuçá;Santo André;4.8;113.0;ChIJEaUvCxZozpQRf-FgEfANiVs;pet_store;-23.6431923;-46.5128263
Stylo'Dog;Rua Uberaba, 10;Jardim Alzira Franco;Santo André;3.8;5.0;ChIJzbNxz9ZpzpQRIZyQd2mzUgc;pet_store;-23.646777;-46.501418
Pet Shop Santo Pet Curuça;Rua Araguaia, 331;Vila Curuçá;Santo André;4.5;21.0;ChIJt6-Q5p5CzpQRSDlYNVqJPrI;pet_store;-23.6441361;-46.5196402
Avicultura do Zé;Avenida Itamarati, 2903;Parque Erasmo Assunção;Santo André;4.2;6.0;ChIJe6SVrTBozpQRba7ASmdnhpM;pet_store;-23.6455254;-46.5020036
Avicultura Rouxinol;Avenida Itamarati, 2591;Parque Erasmo Assunção;Santo André;4.7;30.0;ChIJlwdB_DpozpQRBaqtkxUpDYI;pet_store;-23.6438253;-46.5045324
Pat's Mania Pet Shop;Rua Erechim, 38;Parque Erasmo Assunção;Santo André;4.2;6.0;ChIJB4OnXDpozpQRlg5U97PPT9s;pet_store;-23.6441594;-46.50365979999999
Skub Pet Shop;Avenida Itamarati, 3010;Parque Erasmo Assunção;Santo André;5.0;28.0;ChIJK99VFQ5pzpQRXUs4TpFl9Tc;pet_store;-23.6457987;-46.50105319999999
Grand Pet Resort;Avenida Itamarati, 2330;Parque Erasmo Assunção;Santo André;5.0;119.0;ChIJG9MVpUNpzpQRynGJvOqpLCg;veterinary_care;-23.6422933;-46.50631629999999
Amigo Cão e Cia;Avenida Itamarati, 3116;Parque João Ramalho;Santo André;4.4;81.0;ChIJPUVmEjdozpQRoVMX2pbWa7k;pet_store;-23.6457392;-46.5000361
Bicho Feliz;Avenida Itamarati, 2300;Parque Erasmo Assunção;Santo André;4.7;289.0;ChIJfeppV0BkVwERJlkXyuzQxAw;veterinary_care;-23.6419881;-46.50639449999999
Clínica Veterinária Sobre Vidas;Rua Peruíbe, 50;Jardim Alzira Franco;Santo André;5.0;9.0;ChIJ9QJZ5dBpzpQRAJ4AJEk-zLI;veterinary_care;-23.6515678;-46.4994363
Animus Vet - Clínica e Hospital Veterinário 24 horas;Rua Araguaia, 376;Vila Curuçá;Santo André;5.0;90.0;ChIJ_TaBzkxDzpQRtt5EylIZPi0;veterinary_care;-23.6446541;-46.5193878
Veterinária Erechim;Rua Erechim, 39;Parque Erasmo Assunção;Santo André;4.4;54.0;ChIJ37OkWzpozpQR6tDB5HDqyME;veterinary_care;-23.6440679;-46.503862
Bobby Cão Studio Pet;;;;4.7;50.0;ChIJBbc600lozpQRlOt_QgLAnsk;veterinary_care;-23.644277;-46.5033509
Clinica pet Shop Filhotes;Rua Araguaia, 144;Vila Curuçá;Santo André;4.0;1.0;ChIJlQr6plNDzpQRmbb5QoU4sgI;veterinary_care;-23.6437646;-46.5214327
Clínica Veterinária Little Pet;Rua Ibéria, 375;Parque Capuava;Santo André;4.8;90.0;ChIJt110qLtCzpQRSybfDYhsvts;veterinary_care;-23.64329350000001;-46.48975259999999
Miguxos Pet Shop;Avenida Ayrton Senna da Silva, 507;Jardim Alzira Franco;Santo André;5.0;3.0;ChIJdZ9Gin5pzpQR-0wgoZclP4k;pet_store;-23.6516387;-46.4935826
Pet Shop Centro de Estética Animal Pet Spa Banho e Tosa;Avenida Itamarati, 3184;Parque João Ramalho;Santo André;4.9;339.0;ChIJUZDNUcNpzpQR5KWdGG9Fr-c;pet_store;-23.6457095;-46.4993582
Pet Shop | Patas & Penas;Rua Constanti Castelani, 07;Jardim Rina;Santo André;5.0;15.0;ChIJy7xkwXZpzpQR8MeYgC4lLZU;veterinary_care;-23.6455654;-46.496542
Pet Shop Nações;Avenida das Nações, 2672;Parque Capuava;Santo André;4.4;374.0;ChIJp5rrBUxozpQRMJ9N4GM0e-E;pet_store;-23.6468422;-46.49184839999999
KimCão Banho & Tosa;Rua Guido Poianas, 150;Jardim Rina;Santo André;5.0;7.0;ChIJd1Xa6sxpzpQRl5TFq_EiwO4;pet_store;-23.6452398;-46.496032
Avicultura Nova Aliança;Rua Apalaches, 1390;Parque Novo Oratório;Santo André;4.2;11.0;ChIJe1PNE6hpzpQRKkV4aCRLOpA;pet_store;-23.6447936;-46.4928403
Villa Pet;Rua Martinica 114C/ Esquina com, Rua Apalaches, 1458;Parque Capuava;Santo André;3.6;20.0;ChIJj-_gtetpzpQRl1IFd1je-zk;pet_store;-23.644831;-46.4922356
Veterinária Nações;;;;4.9;31.0;ChIJjYyDP6dpzpQRYTMcd9Bq8wk;veterinary_care;-23.6465079;-46.4914233
Bolylu pet shop - Banho e Tosa estética Animal;Rua Marajó, 54;Jardim Oratorio;Mauá;5.0;5.0;ChIJw2yZ8XZpzpQRAckjV3UBO5Q;pet_store;-23.6532891;-46.4647223
Casa De Ração Vegas Pet;Rua Pau Brasil, 220;Jardim Ipe;Mauá;4.6;18.0;ChIJvzNS80lpzpQRpSdlo9UXFIw;pet_store;-23.6557553;-46.4550375
Bucho Cheio - Petshop - Banho e Tosa;Rua Andirá, 414;Jardim Paranavai;Mauá;5.0;4.0;ChIJIYGKFu5pzpQRr9pGxyMj0yY;pet_store;-23.6484843;-46.4571158
Éden Pet Shop;Rua Ricardo Bechelli, 136;Jardim Zaira;Mauá;5.0;41.0;ChIJaV6BHdZpzpQRL-ixvn6mVBw;pet_store;-23.6570157;-46.4473266
ZM casa de rações loja 2;Estrada Mauá e Adutora Rio Claro, 1016;Jardim Paranavai;Mauá;5.0;1.0;ChIJJc8nd2tpzpQRc-6xSXK0f0Q;pet_store;-23.6478555;-46.4539812
Casa de Ração Boa Vista;Rua Estevam Gallo, 381;Alto da Boa Vista;Mauá;4.0;3.0;ChIJe1-dZTppzpQR1K78Bm-bNyY;pet_store;-23.6499881;-46.4493703
Pet Shop Amora;Rua João Salvador Péres Tônico, 336;Alto da Boa Vista;Mauá;4.9;7.0;ChIJLzFKsjdpzpQRGEl7hxYxb3U;pet_store;-23.6526932;-46.4467738
Fernanda pets;Rua Paulo Gomes, 216;Vila Nova Maua;Mauá;4.8;23.0;ChIJlwCodiJpzpQRE9H_WjlWB_g;pet_store;-23.6468325;-46.4523382
Pet Shop Patas&Pelos;Avenida Presidente Castelo Branco, 1510;Jardim Zaira;Mauá;4.7;43.0;ChIJlwu6BTZpzpQRrzH3amTQGWI;pet_store;-23.6529259;-46.4445218
PET PATATIVA;Avenida Presidente Castelo Branco, 1509;Jardim Zaira;Mauá;4.5;248.0;ChIJq5luCTZpzpQRZeX4_fVc0x4;pet_store;-23.6525532;-46.4443704
salvadorpet;Avenida Presidente Castelo Branco, 1548;Jardim Zaira;Mauá;5.0;1.0;ChIJCTUN2fppzpQR0ESukglkkvM;pet_store;-23.652826;-46.444168
Nutri Pet;Avenida Presidente Castelo Branco, 1671;Jardim Zaira;Mauá;4.5;192.0;ChIJPQf6lDVpzpQRc7VbnJtxtec;pet_store;-23.6517031;-46.4430411
Atacadão Dog Planet 2;Rua Francisco Alves de Oliveira, 120;Vila Nova;Mauá;5.0;3.0;ChIJxyNVWSRpzpQRgwqAggjsf7Q;pet_store;-23.6440736;-46.4522474
Salvador Pet Clinica Veterinária Popular;Avenida Presidente Castelo Branco, 1548;Jardim Zaira;Mauá;5.0;45.0;ChIJ93sUrOhpzpQR7TBGu9wp9NI;veterinary_care;-23.652826;-46.444168
Pet Show;;;;4.2;40.0;ChIJlRyRmTVpzpQR-v4Y1faFTWc;pet_store;-23.6517857;-46.44220360000001
Lord Casa De Rações;Avenida Cláudio Savietto, 25;Jardim Zaira;Mauá;4.6;56.0;ChIJy2fIRTVpzpQR38XRYvAGp3s;pet_store;-23.6510161;-46.44005
Pet shop Amor e Pelos em Mauá;Avenida Brigadeiro Faria Lima, 44;Jardim Zaira;Mauá;4.3;4.0;ChIJoeWROW5pzpQRcEcYxE8ukM4;pet_store;-23.651065;-46.439499
Casa de Ração Amigãozão;Rua Remo Luís Corradini, 116;Jardim Zaira;Mauá;5.0;1.0;ChIJwfwnOfZpzpQRNLMv5dSMgzI;pet_store;-23.64865480000001;-46.44453709999999
Casa de Rações Castelo;Avenida Presidente Castelo Branco, 2380;Jardim Zaira;Mauá;5.0;1.0;ChIJIYodmbNvzpQRxFfnqVK6DJA;pet_store;-23.6480778;-46.43748050000001
Pet Shop Mari Góis;Avenida Presidente Castelo Branco, 2672;Jardim Zaira;Mauá;4.7;31.0;ChIJ4TOdjepvzpQRgeMvN4NqEtM;veterinary_care;-23.647035;-46.4349313
Casa de Ração São José;Avenida Presidente Castelo Branco, 2870;Jardim Zaira;Mauá;4.7;3.0;ChIJCTFH93xvzpQR3vuwceaB4MM;pet_store;-23.6470003;-46.43385809999999
Petshop Petzcão;Avenida Cidade de Mauá, 10;Jardim Zaira;São Paulo;4.9;7.0;ChIJ93ziATBpzpQRT96ADZPiC5k;pet_store;-23.6437202;-46.4441049
Ray Pet;Avenida Dona Benedita Franca da Veiga, 1919;Vila Feital;Mauá;4.8;5.0;ChIJb1IQlL1uzpQREUf_8iFnU8o;pet_store;-23.6514958;-46.4210685
Mamãe dos Pets;Rua Sofía Vitali Marcolino, 207;Jardim Zaira;Mauá;4.9;36.0;ChIJGwg1jb1vzpQR3vZitgTbQ6I;pet_store;-23.6474163;-46.428712
Avicultura Reino Animal;Avenida Presidente Castelo Branco, 2885;Jardim Zaira;Mauá;4.6;50.0;ChIJBd3UE8luzpQR952FB6eI90s;pet_store;-23.6463556;-46.4330187
Casa de Ração Petisco;Rua Manoel Alves Ferreira, 453;Jardim Zaira;Mauá;5.0;46.0;ChIJgT9FC2RvzpQRpQNstULYAg8;pet_store;-23.6425565;-46.4316557
Banho e tosa MelPets;;;;5.0;8.0;ChIJJYX4j0NvzpQRGGVx60mht5g;pet_store;-23.6424113;-46.43560049999999
Quarta Pet;A Em frente à Dina Sorvetes - Manoel Augusto de Barros, 209;Quarta Divisão;Ribeirão Pires;5.0;7.0;ChIJLf4NFmptzpQRUVy8xb_bfJA;veterinary_care;-23.64970779999999;-46.35897749999999
Piraporanga;Rua Avelino Mariano Pena, 151;Bairro das Palmeiras;Suzano;4.7;144.0;ChIJRUtrAIlxzpQRTcKyoNCSrX0;pet_store;-23.6498573;-46.3271943
Banho e Tosa Chick'S e Cheirosos;Rua Sebastião Bastos da Silva, 49;Parque Palmeiras;Suzano;4.4;32.0;ChIJb1I0vTRyzpQRxyhYjds-ddY;pet_store;-23.6454635;-46.324209
CLÍNICA VETERINÁRIA SANTANA;Rua Sebastião Bastos da Silva, 71;Parque Palmeiras;Suzano;4.8;678.0;ChIJsS8jsjRyzpQR74ugkVnwz9o;veterinary_care;-23.6453933;-46.32437230000001
Amô Peludinho;Rua Jandira Collonieze Crepaldi, 100;Vila Real;Suzano;5.0;4.0;ChIJZQmL7YFxzpQRVvryCmRjbO0;pet_store;-23.643992;-46.312413
Pet Shop Guiga;Avenida Belém, 98;Jardim Belem;Suzano;4.9;18.0;ChIJtd3cW8ZzzpQR4mvzxEm5oWE;pet_store;-23.6421979;-46.31241779999999
o fazendeiro;SP-031, 11887;Palmeiras de São Paulo;Suzano;4.4;103.0;ChIJYz4acfpzzpQRvFiBJ7F3_kc;pet_store;-23.6407997;-46.3183863
PET RAÇÃO MIMO;SP-031, 11803;Jardim Amazonas;Suzano;4.7;249.0;ChIJTa88is5zzpQRu8uwcmUTJak;pet_store;-23.64047579999999;-46.3181261
D' Pelúcia;Rua Guia Lopes, 169;Oswaldo Cruz;São Caetano do Sul;5.0;46.0;ChIJ36OZ289czpQRf7StgPAogo8;pet_store;-23.6303929;-46.5648429
Fishing & Critters;R: Visconde de Inhauma, 252;256 - Oswaldo Cruz;São Caetano do Sul;4.6;474.0;ChIJTxvgus9czpQRe-vuF7iw0Qs;veterinary_care;-23.63106930000001;-46.5661268
Gatil Sweet Moon;;;;5.0;3.0;ChIJ82XGtetazpQRjr-0njxWCg8;pet_store;-23.63938049999999;-46.5830022
Dog Reis - Avicultura e Pet Shop;Rua Nelly Pellegrino, 770;Nova Gerti;São Caetano do Sul;4.8;43.0;ChIJLfXzxjJDzpQR2jx9hMipifo;pet_store;-23.6393867;-46.56601329999999
Amigo Bicho Pet Shop;Rua Boa Vista, 369;Boa Vista;São Caetano do Sul;4.7;96.0;ChIJ1yqYKixDzpQRdzw2Xq9Qigc;pet_store;-23.6419974;-46.5619937
MP Império Animal;Rua Manoel Augusto Ferreirinha, 720;Nova Gerti;São Caetano do Sul;5.0;13.0;ChIJKUBRlA1dzpQRPc9HlUje4Xg;pet_store;-23.6388196;-46.56639759999999
Pet Shop Gabi Adonay;Rua Ângelo Ferro, 119;Nova Gerti;São Caetano do Sul;4.5;2.0;ChIJyxNCX8tczpQRhn3Fv_HoNA4;pet_store;-23.6388802;-46.56928159999999
Family Pet e Vet;Rua Manoel Augusto Ferreirinha, 818;Nova Gerti;São Caetano do Sul;5.0;28.0;ChIJh-31FZNDzpQRBWE96Zr74f4;pet_store;-23.6387176;-46.5654031
Petland;Rua Visconde de Inhaúma, 1128;Nova Gerti;São Caetano do Sul;4.2;76.0;ChIJ8W-QRUlDzpQR0tudxgv0Xrw;pet_store;-23.6385431;-46.564899
Bable Pet - São Caetano do Sul;Ao lado do Posto Ipiranga Leandrini - Estrada das Lágrimas, 1270;Jardim Sao Caetano;São Caetano do Sul;4.8;147.0;ChIJBTl1cvpdzpQRnBEhs98QEDs;veterinary_care;-23.6409019;-46.5748609
Brulldog;Av - Estrada das Lágrimas, 1120;Sala 3 - Jardim Sao Caetano;São Caetano do Sul;4.9;21.0;ChIJy3KWnrVczpQRVK3VAX61zzM;pet_store;-23.6393086;-46.5750155
Meu Petcom;;;;5.0;1.0;ChIJmQeAM61dzpQRvE_cY6Z2gJw;pet_store;-23.6427787;-46.577158
Skin Pets - Pet Shop;Avenida Presidente Kennedy, 3096;Boa Vista;São Caetano do Sul;5.0;102.0;ChIJXcJMXBZDzpQRs4Bzkhs4qHc;pet_store;-23.6390804;-46.5593383
São Francisco Pet Center;Estr. das Lágrimas, 980;Jardim Sao Caetano, São Caetano do Sul - SP, 09581-300 - Jardim;São Caetano do Sul;4.2;30.0;ChIJy45AMeVdzpQRQWfNUVDDPHg;pet_store;-23.6381498;-46.57523089999999
Black Dog Pet Shop;Rua Cavalheiro Ernesto Giuliano, 121;São José;São Caetano do Sul;4.7;26.0;ChIJV8-nZclczpQRLlwzFUYbs-I;pet_store;-23.6352203;-46.5708884
Banho e Tosa BB Feliz;Rua Gustavo Barroso, 14;Boa Vista;São Caetano do Sul;5.0;12.0;ChIJiR_JJihDzpQRv1qFMUTflaA;pet_store;-23.64285569999999;-46.5551602
Good Dog School - Creche e hotel para cães;Alameda Conde de Porto Alegre, 1817;Santa Maria;São Caetano do Sul;4.9;63.0;ChIJO9kzDXBpzpQRUpPEbLlX7xA;pet_store;-23.6416742;-46.55536850000001
Cat & Dog Pet Shop;ATENDIMENTO WHATSAPP 41 98481 - 9971___Alameda São Caetano, 2493;Santa Maria;São Caetano do Sul;4.6;55.0;ChIJlzp0B9ZCzpQRq98MStwXO54;pet_store;-23.6396202;-46.55416069999999
DS Store - Tudo em um só lugar;;;;5.0;2.0;ChIJy2wyZx5dzpQRipTsAGJyGmI;pet_store;-23.6338693;-46.559052
Pet Shop Avicultura Santa Maria;Alameda São Caetano, 2228;Santa Maria;São Caetano do Sul;4.9;16.0;ChIJYctKfipDzpQRDl6HjKzzq2E;pet_store;-23.637382;-46.554936
Clinica Veterinária Jardim;Estrada das Lágrimas, 1120;Jardim Sao Caetano;São Caetano do Sul;4.8;13.0;ChIJH8ELnLVczpQR8VdW3GOymvg;veterinary_care;-23.6393439;-46.574951
Hospital Veterinário Quatro Patas - Hovet 24h em São Caetano do Sul SP;Estrada das Lágrimas, 866;Jardim Sao Caetano;São Caetano do Sul;4.5;833.0;ChIJxfPzfLZczpQRd7cHu-6tDPk;veterinary_care;-23.637447;-46.575949
Hospital Veterinário Anhanguera;Avenida Doutor Rudge Ramos, 1501;Rudge Ramos;São Bernardo do Campo;4.3;442.0;ChIJvdI5e61czpQR19LbRH2Vg7I;veterinary_care;-23.6437651;-46.5841501
Formula Vet - Veterinary Pharmacy Manipulation;Rua Visconde de Inhaúma, 484;Oswaldo Cruz;São Caetano do Sul;4.3;429.0;ChIJkTyLGs5czpQRCfgkUTGHpFM;veterinary_care;-23.6328954;-46.5649873
Consultorio Veterinário Beatriz Mattes;Rua Silvia, 2001;sala 10 - Oswaldo Cruz;São Caetano do Sul;4.4;7.0;ChIJ2R6TROVdzpQRE2B3PvZiXQs;veterinary_care;-23.6368218;-46.569294
Fórmula Animal Farmácia de Manipulação Veterinária;Avenida Presidente Kennedy, 3168;Boa Vista;São Caetano do Sul;4.1;10.0;ChIJ2XLyBJdDzpQRICIHon702s4;veterinary_care;-23.6398123;-46.55925429999999
M.V. Natacha Lanfranca - Fisioterapia Veterinária;Estrada das Lágrimas, 866;Jardim Sao Caetano;São Caetano do Sul;5.0;8.0;ChIJSZ7PWkddzpQRabQS7Mq3TyM;veterinary_care;-23.6373949;-46.5759601
Colíbri;Alameda Conde de Porto Alegre, 1108;Santa Maria;São Caetano do Sul;4.2;5.0;ChIJ6QokLdVczpQRRjJEsVhx_bc;veterinary_care;-23.6356352;-46.5567392
Pet & Co - Consultório Veterinário e Banho e Tosa;Rua Oswaldo Cruz, 1580;Santa Paula;São Caetano do Sul;5.0;141.0;ChIJCbTI7CJdzpQRKiA-G2IZiQI;pet_store;-23.63080780000001;-46.5679452
Clínica Veterinária Naya;Alameda São Caetano, 1979;Santa Maria;São Caetano do Sul;4.8;126.0;ChIJGTMGSNVCzpQRdH43ck4C6YE;veterinary_care;-23.6354302;-46.5538913
